read_code	icd10_code
N0111	M023
N0112	M023
N0113	M023
N0114	M023
N0115	M023
N0116	M023
N0117	M023
N011x	M023
N011y	M023
N011z	M023
N012.	M352
N0120	M352
N0121	M352
N0122	M352
N0123	M352
N0124	M352
N0125	M352
N0126	M352
N0127	M352
N012x	M352
N012y	M352
N012z	M352
N013.	M021
N0130	M021
N0131	M021
N0132	M021
N0133	M021
N0134	M021
N0135	M021
N0136	M021
N0137	M021
N013x	M021
N013y	M021
N013z	M021
N014.	M013A
N0140	M013A
N0141	M013A
N0142	M013A
N0143	M013A
N0144	M013A
N0145	M013A
N0146	M013A
N0147	M013A
N0148	K908D M148A
N014x	M013A
N014y	M013A
N014z	M013A
N015.	M015A
N0150	M015A
N0151	M015A
N0152	M015A
N0153	M015A
N0154	M015A
N0155	M015A
N0156	M015A
N0157	M015A
N015x	M015A
N015y	M015A
N015z	M015A
N016.	M016A
N0160	M016A
N0161	M016A
N0162	M016A
N0163	M016A
N0164	M016A
N0165	M016A
N0166	M016A
N0167	M016A
N016x	M016A
N016y	M016A
N016z	M016A
N017.	M018A
N0170	M018A
N0171	M018A
N0172	M018A
N0173	M018A
N0174	M018A
N0175	M018A
N0176	M018A
N0177	M018A
N017x	M018A
N017y	M018A
N017z	M018A
N018.	A180D M011A
N01w.	M029
N01w0	M029
N01w1	M029
N01w2	M029
N01w3	M029
N01w4	M029
N01w5	M029
N01w6	M029
N01w7	M029
N01w8	M029
N01w9	M029
N01wA	M029
N01wB	M029
N01wC	M029
N01wD	M029
N01wE	M029
N01wF	M029
N01wG	M029
N01wH	M029
N01wJ	M029
N01wK	M029
N01y.	M018A
N01y0	M018A
N01y1	M018A
N01y2	M018A
N01y3	M018A
N01y4	M018A
N01y5	M018A
N01y6	M018A
N01y7	M018A
N01yx	M018A
N01yy	M018A
N01yz	M018A
N01z.	M009
N01z0	M018A
N01z1	M018A
N01z2	M018A
N01z3	M018A
N01z4	M018A
N01z5	M018A
N01z6	M018A
N01z7	M018A
N01z8	M009
N01z9	M009
N01zA	M009
N01zB	M009
N01zC	M009
N01zD	M009
N01zE	M009
N01zF	M009
N01zG	M009
N01zH	M009
N01zJ	M009
N01zK	M009
N01zL	M009
N01zM	M009
N01zN	M009
N01zP	M009
N01zQ	M009
N01zR	M009
N01zS	M009
N01zT	M009
N01zx	M018A
N01zy	M018A
N01zz	M018A
N02..	M10-M11
N020.	M112
N0200	M112
N0201	M112
N0202	M112
N0203	M112
N0204	M112
N0205	M112
N0206	M112
N0207	M112
N020x	M112
N020y	M112
N020z	M112
N021.	M112
N0210	M112
N0211	M112
N0212	M112
N0213	M112
N0214	M112
N0215	M112
N0216	M112
N0217	M112
N021x	M112
N021y	M112
N021z	M112
N022.	M112
N0220	M112
N0221	M112
N0222	M112
N0223	M112
N0224	M112
N0225	M112
N0226	M112
N0227	M112
N022x	M112
N022y	M112
N022z	M112
N023.	M100
N0230	M100
N0231	M100
N0232	M100
N0233	M100
N0234	M100
N0235	M100
N0236	M100
N0237	M100
N0238	M100
N023x	M100
N023y	M100
N023z	M100
N024.	M111
N02y.	M11
N02y0	M118
N02y1	M118
N02y2	M118
N02y3	M118
N02y4	M118
N02y5	M118
N02y6	M118
N02y7	M118
N02y8	M110
N02yx	M118
N02yy	M118
N02yz	M118
N02z.	M119
N02z0	M119
N02z1	M119
N02z2	M119
N02z3	M119
N02z4	M119
N02z5	M119
N02z6	M119
N02z7	M119
N02z8	M119
N02z9	M119
N02zA	M119
N02zB	M119
N02zC	M119
N02zD	M119
N02zE	M119
N02zF	M119
N02zG	M119
N02zH	M119
N02zJ	M119
N02zK	M119
N02zL	M119
N02zM	M119
N02zN	M119
N02zP	M119
N02zQ	M119
N02zR	M119
N02zS	M119
N02zT	M119
N02zx	M119
N02zy	M119
N02zz	M119
N03..	M148A
N030.	M145A
N0300	E146D M142A
N0301	E146D M146A
N0302	M144A
N031.	M148A
N0310	K519D M075A
N0311	K509D M074A
N0312	K908D M148A
N0313	M020
N032.	M363A
N0320	D66XD
N034.	J989D M148A
N035.	G98XD M146A
N036.	M364A
N037.	M022
N038.	M029
N0380	A398D M030A
N0381	M031A
N039.	E859D M144A
N03x.	M148A
N03x0	M148A
N03x1	M148A
N03x2	M148A
N03x3	M148A
N03x4	M148A
N03x5	M148A
N03x6	M148A
N03x7	M148A
N03x8	M148A
N03x9	M148A
N03xA	M148A
N03xB	M148A
N03xC	M148A
N03xD	M148A
N03xE	M148A
N03xF	M148A
N03xG	M148A
N03xH	M148A
N03xJ	M148A
N03xK	M148A
N03y.	M148A
N03z.	M148A
N04..	M064
N040.	M069
N0400	M45X
N0401	M45X
N0402	M069
N0403	M069
N0404	M069
N0405	M069
N0406	M069
N0407	M069
N0408	M069
N0409	M069
N040A	M069
N040B	M069
N040C	M069
N040D	M069
N040E	M069
N040F	M069
N040G	M069
N040H	M069
N040J	M069
N040K	M069
N040L	M069
N040M	M069
N040N	M052
N040P	M060
N040Q	M062
N040R	M063
N040S	M069
N040T	M069
N041.	M050
N042.	M053D
N0420	M053D I528A
N0421	M051D J990A
N0422	M063
N042z	M053D
N043.	M082
N0430	M080
N0431	M080
N0432	M084
N0433	M080
N043z	M080
N044.	M120
N045.	M089
N0450	M081
N0451	M083
N0452	L405D M090A
N0453	M091A
N0454	M092A
N0455	M080
N0456	M084
N047.	M059
N04X.	M059
N04y.	M128
N04y0	M051D J990A
N04y1	M128
N04y2	M061
N04y3	M658
N04yz	M128
N04z.	M128
N05..	M199
N050.	M159
N0500	M159
N0501	M159
N0502	M159
N0503	M152
N0504	M150
N0505	M153
N0506	M154
N0507	M151
N050z	M159
N051.	M190
N0510	M190
N0511	M190
N0512	M190
N0513	M190
N0514	M190
N0515	M161
N0516	M190
N0517	M190
N0518	M190
N0519	M160
N051A	M162
N051B	M170
N051C	M180
N051D	M190
N051E	M190
N051F	M190
N051G	M479
N051z	M190
N052.	M192
N0520	M192
N0521	M192
N0522	M192
N0523	M192
N0524	M192
N0525	M192
N0526	M192
N0527	M192
N0528	M192
N0529	M164
N052A	M172
N052B	M182
N052C	M173
N052z	M192
N053.	M19
N0530	M199
N0531	M199
N0532	M199
N0533	M199
N0534	M199
N0535	M199
N0536	M199
N0537	M199
N0538	M199
N0539	M189
N053z	M199
N054.	M198
N0540	M198
N0541	M198
N0542	M198
N0543	M198
N0544	M198
N0545	M169
N0546	M198
N0547	M198
N0548	M198
N0549	M198
N054z	M198
N05z.	M199
N05z0	M199
N05z1	M199
N05z2	M199
N05z3	M199
N05z4	M199
N05z5	M169
N05z6	M199
N05z7	M199
N05z8	M199
N05z9	M199
N05zA	M199
N05zB	M199
N05zC	M199
N05zD	M199
N05zE	M199
N05zF	M199
N05zG	M199
N05zH	M199
N05zJ	M169
N05zK	M199
N05zL	M179
N05zM	M199
N05zN	M199
N05zP	M199
N05zQ	M199
N05zR	M199
N05zS	M199
N05zT	M199
N05zU	M199
N05zz	M199
N06..	M199
N060.	M121
N0600	M121
N0601	M121
N0602	M121
N0603	M121
N0604	M121
N0605	M121
N0606	M121
N0607	M121
N0608	M121
N0609	M121
N060z	M121
N061.	M125
N0610	M125
N0611	M125
N0612	M125
N0613	M125
N0614	M125
N0615	M125
N0616	M125
N0617	M125
N0618	M125
N0619	M125
N061A	M125
N061B	M125
N061C	M125
N061D	M125
N061E	M125
N061F	M125
N061G	M125
N061H	M125
N061J	M125
N061K	M125
N061L	M125
N061M	M125
N061N	M125
N061P	M125
N061Q	M125
N061R	M125
N061S	M125
N061T	M125
N061U	M125
N061V	M125
N061z	M125
N062.	M138
N0620	M138
N0621	M138
N0622	M138
N0623	M138
N0624	M138
N0625	M138
N0626	M138
N0627	M138
N0628	M138
N0629	M138
N062z	M138
N063.	M138
N0630	M138
N0631	M138
N0632	M138
N0633	M138
N0634	M138
N0635	M138
N0636	M138
N0637	M138
N0638	M138
N0639	M138
N063z	M138
N064.	M128
N0640	M128
N0641	M128
N0642	M128
N0643	M128
N0644	M128
N0645	M128
N0646	M128
N0647	M128
N0648	M128
N0649	M128
N064A	M128
N064B	M128
N064C	M128
N064D	M128
N064E	M128
N064F	M128
N064G	M128
N064H	M128
N064J	M128
N064K	M128
N064L	M128
N064M	M128
N064N	M128
N064P	M128
N064Q	M128
N064R	M128
N064S	M128
N064T	M128
N064U	M128
N064V	M128
N064z	M128
N065.	M130
N0650	M130
N0651	M130
N0652	M130
N0653	M130
N0654	M130
N0655	M130
N0656	M130
N0657	M130
N0658	M130
N0659	M130
N065A	M130
N065z	M130
N066.	M131
N0660	M131
N0661	M131
N0662	M131
N0663	M131
N0664	M131
N0665	M131
N0666	M131
N0667	M131
N0668	M131
N066z	M131
N067.	E702D M145A
N068.	M362A
N069.	M361A
N06y.	M128
N06y0	M128
N06y1	M128
N06y2	M128
N06y3	M128
N06y4	M128
N06y5	M128
N06y6	M128
N06y7	M128
N06y8	M128
N06y9	M128
N06yz	M128
N06z.	M139
N06z0	M139
N06z1	M139
N06z2	M139
N06z3	M139
N06z4	M139
N06z5	M139
N06z6	M139
N06z7	M139
N06z8	M139
N06z9	M139
N06zA	M139
N06zB	M139
N06zz	M139
N07..	M239
N070.	M230-M233
N0700	M233
N0701	M232
N0702	M233
N0703	M233
N0704	M232
N0705	M233
N0706	M232
N0707	M232
N0708	M232
N0709	M230
N070A	M232
N070B	M232
N070z	M233
N071.	M230-M233
N0710	M233
N0711	M232
N0712	M233
N0713	M233
N0714	M233
N0715	M232
N0716	M233
N0717	M233
N0718	M232
N0719	M232
N071A	M230
N071B	M231
N071C	M232
N072.	M233
N0720	M232
N0721	M233
N0722	M230
N073.	M234
N074.	M224
N07y.	M238
N07y0	M235
N07y1	M235
N07y2	M235
N07y3	M235
N07y4	M235
N07y5	M238
N07y6	M222
N07y7	M232
N07y8	M232
N07y9	M232
N07yA	M232
N07yB	M232
N07yC	M232
N07yD	M232
N07yE	M232
N07yF	M232
N07yG	M232
N07yH	M238
N07yJ	M238
N07yy	M235
N07yz	M238
N07z.	M239
N08..	M249
N080.	M241
N0800	M241
N0801	M241
N0802	M241
N0803	M241
N0804	M241
N0805	M241
N0806	M241
N0807	M241
N0808	M241
N0809	M241
N080A	M241
N080B	M241
N080C	M943
N080z	M241
N081.	M240
N0810	M240
N0811	M240
N0812	M240
N0813	M240
N0814	M240
N0815	M240
N0816	M240
N0817	M240
N0818	M240
N0819	M240
N081A	M240
N081B	M240
N081C	M240
N081D	M240
N081E	M240
N081F	M240
N081G	M240
N081z	M240
N082.	M243
N0820	M243
N0821	M243
N0822	M243
N0823	M243
N0824	M243
N0825	M243
N0826	M243
N0827	M243
N0828	M243
N0829	M243
N082A	M243
N082B	M243
N082C	M243
N082D	M243
N082E	M243
N082F	M243
N082G	M243
N082H	M243
N082J	M243
N082K	M243
N082L	M243
N082M	M243
N082N	M243
N082P	M243
N082Q	M243
N082R	M243
N082S	M243
N082T	M243
N082U	M243
N082V	M243
N082W	M243
N082X	M243
N082Y	M243
N082z	M243
N082Z	M243
N083.	M244
N0830	M244
N0831	M244
N0832	M244
N0833	M244
N0834	M244
N0835	M244
N0836	M244
N0837	M244
N0838	M244
N0839	M244
N083a	M253
N083A	M244
N083b	M253
N083B	M244
N083c	M253
N083C	M244
N083d	M244
N083D	M244
N083e	M244
N083E	M244
N083f	M244
N083F	M244
N083g	M244
N083G	M244
N083h	M244
N083H	M244
N083j	M244
N083J	M244
N083k	M244
N083K	M244
N083l	M244
N083L	M244
N083m	M244
N083M	M244
N083n	M244
N083N	M244
N083p	M220
N083P	M244
N083q	M221
N083Q	M244
N083r	M220
N083R	M244
N083s	M244
N083S	M244
N083t	M244
N083T	M244
N083u	M244
N083U	M244
N083v	M244
N083V	M244
N083w	M244
N083W	M244
N083x	M244
N083X	M244
N083Y	M244
N083z	M244
N083Z	M253
N084.	M245
N0840	M245
N0841	M245
N0842	M245
N0843	M245
N0844	M245
N0845	M245
N0846	M245
N0847	M245
N0848	M245
N0849	M245
N084a	M245
N084A	M245
N084b	M245
N084B	M245
N084c	M245
N084C	M245
N084d	M245
N084D	M245
N084e	M245
N084E	M245
N084f	M245
N084F	M245
N084g	M245
N084G	M245
N084H	M245
N084J	M245
N084K	M245
N084L	M245
N084M	M245
N084N	M245
N084P	M245
N084Q	M245
N084R	M245
N084S	M245
N084T	M245
N084U	M245
N084V	M245
N084W	M245
N084X	M245
N084Y	M245
N084z	M245
N084Z	M245
N085.	M246
N0850	M246
N0851	M246
N0852	M246
N0853	M246
N0854	M246
N0855	M246
N0856	M246
N0857	M246
N0858	M246
N0859	M246
N085A	M246
N085B	M246
N085C	M246
N085D	M246
N085E	M246
N085F	M246
N085G	M246
N085H	M246
N085J	M246
N085K	M246
N085L	M246
N085M	M246
N085N	M246
N085P	M246
N085Q	M246
N085R	M246
N085S	M246
N085T	M246
N085U	M246
N085z	M246
N086.	M247
N0860	M247
N0861	M247
N086z	M247
N087.	M248
N0870	M241
N0871	M248
N0872	M241
N0873	M241
N0874	M241
N0875	M248
N0876	M248
N0877	M241
N0878	M248
N08y.	M248
N08y0	M248
N08y1	M248
N08y2	M248
N08y3	M248
N08y4	M248
N08y5	M248
N08y6	M248
N08y7	M248
N08y8	M248
N08y9	M248
N08yA	M252
N08yB	M253
N08yz	M248
N08z.	M249
N08z0	M249
N08z1	M249
N08z2	M249
N08z3	M249
N08z4	M249
N08z5	M249
N08z6	M249
N08z7	M249
N08z8	M249
N08zz	M249
N09..	M25
N090.	M254
N0900	M254
N0901	M254
N0902	M254
N0903	M254
N0904	M254
N0905	M254
N0906	M254
N0907	M254
N0908	M254
N0909	M254
N090A	M254
N090B	M254
N090C	M254
N090D	M254
N090E	M254
N090F	M254
N090G	M254
N090H	M254
N090J	M254
N090K	M254
N090L	M254
N090M	M254
N090N	M254
N090P	M254
N090Q	M254
N090R	M254
N090S	M254
N090T	M254
N090U	M254
N090V	M254
N090W	M124
N090X	M254
N090Y	M254
N090z	M254
N091.	M250
N0910	M250
N0911	M250
N0912	M250
N0913	M250
N0914	M250
N0915	M250
N0916	M250
N0917	M250
N0918	M250
N0919	M250
N091A	M250
N091B	M250
N091C	M250
N091D	M250
N091E	M250
N091F	M250
N091G	M250
N091H	M250
N091J	M250
N091K	M250
N091L	M250
N091M	M250
N091N	M250
N091P	M250
N091Q	M250
N091R	M250
N091S	M250
N091T	M250
N091U	M250
N091V	M250
N091z	M250
N092.	M122
N0920	M122
N0921	M122
N0922	M122
N0923	M122
N0924	M122
N0925	M122
N0926	M122
N0927	M122
N0928	M122
N0929	M122
N092A	M122
N092B	M122
N092C	M122
N092D	M122
N092E	M122
N092F	M122
N092G	M122
N092H	M122
N092J	M122
N092K	M122
N092L	M122
N092M	M122
N092N	M122
N092P	M122
N092Q	M122
N092R	M122
N092S	M122
N092T	M122
N092U	M122
N092V	M121
N092z	M122
N093.	M123
N0930	M123
N0931	M123
N0932	M123
N0933	M123
N0934	M123
N0935	M123
N0936	M123
N0937	M123
N0938	M123
N0939	M123
N093z	M123
N094.	M255
N0940	M255
N0941	M255
N0942	M255
N0943	M255
N0944	M255
N0945	M255
N0946	M255
N0947	M255
N0948	M255
N0949	M255
N094A	M255
N094B	M255
N094C	M255
N094D	M255
N094E	M255
N094F	M255
N094G	M255
N094H	M255
N094J	M255
N094K	M255
N094L	M255
N094M	M255
N094N	M255
N094P	M255
N094Q	M255
N094R	M255
N094S	M255
N094T	M255
N094U	M255
N094V	M255
N094W	M255
N094z	M255
N095.	M256
N0950	M256
N0951	M256
N0952	M256
N0953	M256
N0954	M256
N0955	M256
N0956	M256
N0957	M256
N0958	M256
N0959	M256
N095A	M256
N095B	M256
N095C	M256
N095D	M256
N095E	M256
N095F	M256
N095G	M256
N095H	M256
N095J	M256
N095K	M256
N095L	M533
N095M	M256
N095N	M256
N095P	M256
N095Q	M256
N095R	M256
N095S	M256
N095T	M256
N095U	M256
N095V	M256
N095W	M256
N095z	M256
N096.	M258
N0960	M258
N0961	M258
N0962	M258
N0963	M258
N0964	M258
N0965	M248
N0966	M258
N0967	M258
N0968	M258
N0969	M258
N096A	M258
N096B	M258
N096C	M258
N096D	M258
N096E	M258
N096F	M258
N096G	M258
N096H	M258
N096J	M258
N096K	M258
N096L	M258
N096M	M258
N096N	M258
N096P	M258
N096Q	M258
N096R	M258
N096S	M258
N096T	M258
N096U	M258
N096V	M258
N096z	M258
N097.	R262
N0970	R262
N0971	R262
N0972	R262
N0973	R262
N0974	R262
N0975	R262
N097z	R262
N098.	D480
N0980	D481
N0981	D481
N0982	D481
N0983	D481
N0984	D481
N0985	D481
N0986	D481
N0987	D481
N0988	D481
N0989	D481
N098A	D481
N098B	D481
N098C	D481
N098D	D481
N098E	D481
N098F	D481
N098G	D481
N098H	D481
N098J	D481
N098K	D481
N099.	M258
N0990	M258
N0991	M258
N0992	M258
N0993	M258
N0994	M258
N0995	M258
N0996	M258
N0997	M258
N0998	M258
N0999	R294
N099A	M258
N099B	M258
N099C	M258
N099D	M258
N099E	M258
N099F	M258
N099G	M258
N099H	M258
N099J	M258
N099K	M258
N099L	M258
N09A.	M222
N09AX	M229
N09B.	M257
N09C.	M251
N09y.	M258
N09y0	M258
N09y1	M258
N09y2	M258
N09y3	M258
N09y4	M258
N09y5	M258
N09y6	M258
N09y7	M258
N09y8	M258
N09y9	M258
N09yz	M258
N09z.	M259
N09z0	M259
N09z1	M259
N09z2	M259
N09z3	M259
N09z4	M259
N09z5	M259
N09z6	M259
N09z7	M259
N09z8	M259
N09z9	M259
N09zz	M259
N0y..	M128
N0z..	M139
N1...	M40-M54
N10..	M45X-M49
N100.	M45X
N101.	M460
N102.	M461
N10y.	M468
N10y0	M498A
N10yz	M469
N10z.	M469
N11..	M47
N110.	M478
N1100	M478
N1101	M478
N1102	M478
N111.	M471D G992A
N1110	M471D G992A
N1111	M471D G992A
N1112	M471D G992A
N1113	M500D G992A
N112.	M478
N1120	M478
N1121	M478
N1122	M478
N1123	M478
N113.	M471D G992A
N1130	M471D G992A
N1131	M471D G992A
N1132	M471D G992A
N114.	M478
N1140	M478
N1141	M478
N1142	M478
N115.	M471D G992A
N1150	M471D G992A
N1151	M471D G992A
N1152	M471D G992A
N116.	M482
N117.	M481
N118.	M483
N119.	M472
N1190	M472
N1191	M472
N1192	M472
N11A.	M470D G992A
N11B.	M472
N11B0	M472
N11B1	M472
N11B2	M472
N11C.	M472
N11C0	M472
N11C1	M472
N11C2	M472
N11D.	M47
N11D0	M478
N11D1	M478
N11D2	M478
N11D3	M479
N11E.	M478
N11F.	M478
N11y.	M47
N11y0	M491A
N11y1	M492A
N11y2	M494A
N11z.	M479
N11z0	M478
N11z1	M471D G992A
N11zz	M479
N12..	M50-M51
N120.	M502
N121.	M512
N122.	M512
N123.	M512
N124.	M514
N1240	M514
N1241	M514
N1242	M514
N124z	M514
N125.	M503
N126.	M513
N127.	M513
N128.	M513
N129.	M510D G992A
N1290	M510D G992A
N1291	M500D G992A
N1292	M510D G992A
N1293	M510D G992A
N129z	M510D G992A
N12A.	M961
N12A0	M961
N12A1	M961
N12A2	M961
N12A3	M961
N12Az	M961
N12B.	M510D G992A
N12B0	M500D G992A
N12B1	M510D G992A
N12B2	M510D G992A
N12C.	M511D G551A
N12C0	M501D G551A
N12C1	M511D G551A
N12C2	M511D G551A
N12C3	M512+G834
N12C4	M511D G551A
N12D.	M513
N12z.	M519
N12z0	M519
N12z1	M508
N12z2	M518
N12z3	M518
N12z4	M464
N12z5	M508
N12z6	M508
N12z7	M508
N12z8	M464
N12z9	M518
N12zA	M518
N12zB	M518
N12zC	M464
N12zD	M518
N12zE	M518
N12zF	M518
N12zG	M463
N12zH	M501
N12zz	M519
N13..	M508
N130.	M480
N1300	M480
N1301	M480
N1302	M480
N1303	M480
N131.	M542
N132.	M530
N133.	M531
N134.	M541
N135.	M436
N1350	M436
N1351	M436
N135z	M436
N136.	M540
N137.	M488
N138.	M542
N13y.	M538
N13y0	M531
N13y1	I672
N13y2	M548
N13y3	M531
N13yz	M538
N13z.	M539
N14..	M539
N140.	M480
N1400	M480
N1401	M480
N1402	M480
N1403	M480
N1404	M480
N1405	M480
N1406	M480
N1407	M480
N1408	M480
N1409	M480
N140A	M480
N140z	M480
N141.	M546
N142.	M545
N1420	M544
N143.	M543
N144.	M541
N1440	M541
N1441	M541
N144z	M541
N145.	M549
N146.	M538
N1460	M432
N1461	M432
N1462	M432
N1463	M532
N1464	M532
N1465	M532
N1466	M533
N146z	M538
N147.	M533
N1470	M533
N1471	M533
N1472	M533
N147z	M533
N148.	M432+M532
N1480	M432
N1481	M432
N1482	M432
N1483	M432
N1484	M432
N1485	M432
N1486	M432
N1487	M532
N1488	M532
N1489	M532
N148A	M532
N148B	M532
N148C	M532
N149.	M538
N14A.	M548
N14X.	M533
N14y.	M548
N14z.	M539
N1y..	M539
N1y0.	M433
N1y1.	M484
N1y2.	M484
N1z..	M539
N2...	M790
N20..	M353
N200.	M315
N21..	M75-M77
N210.	M750
N211.	M751
N2110	M751
N2111	M753
N2112	M752
N2113	M751
N2114	M751
N2115	M751
N2116	M755
N2117	M755
N2118	M755
N211z	M751
N212.	M758
N2120	M750
N2121	M758
N2122	M754
N2123	M754
N2124	M754
N2125	M758
N212z	M759
N213.	M778
N2130	M778
N2131	M770
N2132	M771
N2133	M702
N2134	M752
N2135	M758
N213z	M778
N214.	M778
N2140	M708
N2141	M701
N2142	M772
N2143	M778
N214z	M778
N215.	M768
N2150	M768
N2151	M707
N2152	M760
N2153	M762
N2154	M761
N2155	M706
N2156	M768
N2157	M706
N2158	M248
N2159	M763
N215A	M707
N215B	M248
N215z	M768
N216.	M768
N2160	M705
N2161	M715
N2162	M764
N2163	M715
N2164	M765
N2165	M704
N2166	M705
N2167	M705
N2168	M768
N2169	M768
N216z	M768
N217.	M775
N2170	M775
N2171	M775
N2172	M774
N2173	M766
N2174	M766
N2175	M768
N2176	M768
N2177	M773
N2178	M767
N2179	M722
N217A	M773
N217B	M768
N217C	M775
N217z	M775
N21y.	M778
N21y0	T796
N21y1	T796
N21z.	M779
N21z0	M779
N21z1	M779
N21z2	M779
N21z3	M899
N21z4	M899
N21z5	M899
N21z6	M899
N21z7	M899
N21zz	M779
N22..	M65-M71
N220.	M65
N2200	M659
N2201	M688A
N2202	D481
N2203	M653
N2204	M654
N2205	M658
N2206	M658
N2207	M658
N2208	M122
N2209	M658
N220A	M658
N220B	M658
N220C	M658
N220D	M658
N220E	M658
N220F	M658
N220G	M653
N220H	M658
N220J	M658
N220K	M658
N220L	M658
N220M	M658
N220N	M658
N220P	M658
N220Q	M673
N220R	M700
N220S	M659
N220T	M659
N220V	M659
N220W	M659
N220X	M659
N220Y	M658
N220z	M658
N221.	M201
N2210	M201
N222.	M70-M75
N2220	M703
N2221	M701
N2222	M705
N2223	M703
N2224	M705
N2225	M704
N2226	M714
N2227	A527D M731A
N222z	M715
N223.	M719
N224.	M674+M713
N2240	M713
N2241	M674
N2242	M674
N2243	M674
N2244	M713
N2245	M674
N2246	M674
N2247	M674
N2248	M674
N2249	M674
N224A	M712
N224B	M674
N224C	M674
N224D	M678
N224E	M674
N224z	M713
N225.	M661
N2250	M661
N2251	M660
N225z	M661
N226.	M665
N2260	M665
N2261	M751
N2262	M664
N2263	M662
N2264	M663
N2265	S761
N2266	M662
N2267	M662
N2268	M662
N2269	M662
N226A	S461
N226B	M678
N226C	M663
N226D	M663
N226E	M663
N226F	S861
N226G	S863
N226H	M678
N226J	M678
N226K	M678
N226L	M678
N226M	M663
N226N	M662
N226y	M664
N226z	M664
N227.	M678
N228.	E755
N22y.	M678
N22y0	M671
N22y1	M678
N22y2	M650
N22y3	M710
N22y4	M678
N22y5	M671
N22y6	M650
N22y7	M650
N22y8	M650
N22y9	M650
N22yA	M650
N22yB	M650
N22yC	M651
N22yD	A180D M680A
N22yE	M710
N22yF	M710
N22yG	M710
N22yH	M710
N22yJ	M710
N22yK	M710
N22yL	M710
N22yM	M670
N22yN	M678
N22yz	M678
N22z.	M679
N230.	M600
N2300	M600
N2301	M600
N2302	M600
N2303	M600
N2304	M600
N2305	M600
N2306	M600
N2307	M600
N2308	M600
N2309	M600
N230A	M600
N230B	M600
N230C	M600
N230D	M600
N230E	M600
N230F	M600
N230G	M600
N230H	M600
N230J	M600
N230K	M600
N230L	M600
N231.	M619
N2310	M619
N2311	M611
N2312	M610
N2313	M968
N2314	M611
N2315	M613
N2316	M612
N231z	M619
N232.	M625
N2320	G718
N2321	M628
N2322	M625
N232z	M625
N233.	M628
N2330	Q688
N2331	M623
N2332	M633A
N2333	M628
N2334	M608
N233z	M628
N234.	M242
N235.	M357
N236.	M720
N2360	M720
N2361	M720
N2362	M720
N2363	M720
N2364	M720
N2365	M720
N2366	M720
N2367	M720
N2368	M720
N237.	M728
N2370	M722
N2371	M721
N2372	M724
N2373	M724
N237z	M728
N238.	M624
N2380	M624
N2381	M624
N2382	M624
N2383	M624
N2384	M624
N2385	M624
N2386	M624
N2387	M624
N2388	M624
N2389	M624
N238A	M624
N238B	M624
N238C	M624
N238D	M624
N238E	M624
N238F	M624
N238G	M624
N238H	M624
N238J	M624
N238K	M624
N238L	M624
N238M	M624
N238N	M624
N239.	M797
N23y.	M798
N23y0	M601
N23y1	M602
N23y2	M621
N23y3	M620
N23y4	R252
N23y5	M628
N23y6	M798
N23y7	M798
N23y8	M798
N23y9	M652
N23yA	M620
N23yB	M622
N23yC	M624
N23yD	M626
N23yE	R252
N23yF	T795
N23yz	M798
N24..	M65-M79
N240.	M790
N2400	M790
N2401	M797
N2402	M790
N2403	M790
N2405	M797
N2406	M797
N2407	M790
N240z	M790
N241.	M609+M791
N2410	M791
N2411	M609
N2412	M797
N2413	M791
N241z	M609+M791
N242.	M541+M792
N2420	M792
N2421	M792
N2422	M541
N2423	M792
N242z	M541+M792
N243.	M793
N2430	M793
N2431	M794
N2432	M356
N243z	M793
N244.	M729
N245.	M796
N2450	M796
N2451	M796
N2452	M796
N2453	M796
N2454	M796
N2455	M796
N2456	M796
N2457	M255
N246.	M795
N247.	R298
N2470	M798
N2471	R252
N2472	R252
N247z	R298
N248.	M797
N2480	M797
N2481	M791
N24z.	M799
N25..	L708D M908A
N2y..	M790
N2z..	M790
N3...	M80-M94
N30..	M86
N300.	M861
N3000	M861
N3001	M861
N3002	M861
N3003	M861
N3004	M861
N3005	M861
N3006	M861
N3007	M861
N3008	M861
N3009	M861
N300A	M462
N300B	M462
N300C	M462
N300D	M462
N300E	M462
N300F	M861
N300G	M861
N300H	M861
N300J	M861
N300K	M861
N300L	M861
N300M	M861
N300N	M861
N300P	M861
N300Q	M861
N300R	M861
N300S	M861
N300T	M861
N300U	M861
N300V	M861
N300W	M861
N300X	M861
N300Y	M861
N300z	M861
N300Z	M860
N301.	M866
N3010	M866
N3011	M866
N3012	M866
N3013	M866
N3014	M866
N3015	M866
N3016	M866
N3017	M866
N3018	M866
N3019	M866
N301A	M462
N301B	M462
N301C	M462
N301D	M462
N301E	M462
N301F	M462
N301G	M462
N301H	M462
N301J	M462
N301K	M462
N301L	M863
N301M	M864
N301z	M866
N302.	M869
N3020	M869
N3021	M869
N3022	M869
N3023	M869
N3024	M869
N3025	M869
N3026	M869
N3027	M869
N3028	M869
N3029	M869
N302a	M462
N302A	M462
N302b	M868
N302B	M462
N302C	M462
N302D	M462
N302E	M462
N302F	M869
N302G	M869
N302H	M869
N302J	M869
N302K	M869
N302L	M869
N302M	M869
N302N	M869
N302P	M869
N302Q	M869
N302R	M869
N302S	M869
N302T	M869
N302U	M869
N302V	M869
N302W	M869
N302X	M869
N302Y	M869
N302z	M869
N302Z	M869
N303.	M869
N3030	M869
N3031	M869
N3032	M869
N3033	M869
N3034	M869
N3035	M869
N3036	M869
N3037	M869
