read_code	icd10_code
U0870	V870
U0871	V871
U0872	V872
U0873	V873
U0874	V874
U0875	V875
U0876	V876
U0877	V877
U0878	V878
U087z	V879
U088.	V88
U0880	V880
U0881	V881
U0882	V882
U0883	V883
U0884	V884
U0885	V885
U0886	V886
U0887	V887
U0888	V888
U088z	V889
U08z.	V89
U08z0	V890
U08z1	V891
U08z2	V892
U08z3	V893
U08zz	V899
U09..	V90-V94
U090.	V90
U0900	V900
U0901	V901
U0902	V902
U0903	V903
U0904	V904
U0905	V905
U0906	V906
U0907	V907
U0908	V908
U090z	V909
U091.	V91
U0910	V910
U0911	V911
U0912	V912
U0913	V913
U0914	V914
U0915	V915
U0916	V916
U0917	V917
U0918	V918
U091z	V919
U092.	V92
U0920	V920
U0921	V921
U0922	V922
U0923	V923
U0924	V924
U0925	V925
U0926	V926
U0927	V927
U0928	V928
U092z	V929
U093.	V93
U0930	V930
U0931	V931
U0932	V932
U0933	V933
U0934	V934
U0935	V935
U0936	V936
U0937	V937
U0938	V938
U093z	V939
U09z.	V94
U09z0	V940
U09z1	V941
U09z2	V942
U09z3	V943
U09z4	V944
U09z5	V945
U09z6	V946
U09z7	V947
U09z8	V948
U09zz	V949
U0A..	V95-V97
U0A0.	V95
U0A00	V950
U0A01	V951
U0A02	V952
U0A03	V953
U0A04	V954
U0A0y	V958
U0A0z	V959
U0A1.	V96
U0A10	V960
U0A11	V961
U0A12	V962
U0A1y	V968
U0A1z	V969
U0Ay.	V97
U0Ay0	V970
U0Ay1	V971
U0Ay2	V972
U0Ay3	V973
U0Ayy	V978
U0z..	V98-V99
U0zy.	V98X
U0zz.	V99X
U1...	W00-X59
U10..	W00-W19
U100.	W00
U1000	W000
U1001	W001
U1002	W002
U1003	W003
U1004	W004
U1005	W005
U1006	W006
U1007	W007
U100y	W008
U100z	W009
U101.	W01
U1010	W010
U1011	W011
U1012	W012
U1013	W013
U1014	W014
U1015	W015
U1016	W016
U1017	W017
U101y	W018
U101z	W019
U102.	W02
U1020	W020
U1021	W021
U1022	W022
U1023	W023
U1024	W024
U1025	W025
U1026	W026
U1027	W027
U102y	W028
U102z	W029
U103.	W03
U1030	W030
U1031	W031
U1032	W032
U1033	W033
U1034	W034
U1035	W035
U1036	W036
U1037	W037
U103y	W038
U103z	W039
U104.	W04
U1040	W040
U1041	W041
U1042	W042
U1043	W043
U1044	W044
U1045	W045
U1046	W046
U1047	W047
U104y	W048
U104z	W049
U105.	W05
U1050	W050
U1051	W051
U1052	W052
U1053	W053
U1054	W054
U1055	W055
U1056	W056
U1057	W057
U105y	W058
U105z	W059
U106.	W06
U1060	W060
U1061	W061
U1062	W062
U1063	W063
U1064	W064
U1065	W065
U1066	W066
U1067	W067
U106y	W068
U106z	W069
U107.	W07
U1070	W070
U1071	W071
U1072	W072
U1073	W073
U1074	W074
U1075	W075
U1076	W076
U1077	W077
U107y	W078
U107z	W079
U108.	W08
U1080	W080
U1081	W081
U1082	W082
U1083	W083
U1084	W084
U1085	W085
U1086	W086
U1087	W087
U108y	W088
U108z	W089
U109.	W09
U1090	W090
U1091	W091
U1092	W092
U1093	W093
U1094	W094
U1095	W095
U1096	W096
U1097	W097
U109y	W098
U109z	W099
U10A.	W10
U10A0	W100
U10A1	W101
U10A2	W102
U10A3	W103
U10A4	W104
U10A5	W105
U10A6	W106
U10A7	W107
U10Ay	W108
U10Az	W109
U10B.	W11
U10B0	W110
U10B1	W111
U10B2	W112
U10B3	W113
U10B4	W114
U10B5	W115
U10B6	W116
U10B7	W117
U10By	W118
U10Bz	W119
U10C.	W12
U10C0	W120
U10C1	W121
U10C2	W122
U10C3	W123
U10C4	W124
U10C5	W125
U10C6	W126
U10C7	W127
U10Cy	W128
U10Cz	W129
U10D.	W13
U10D0	W130
U10D1	W131
U10D2	W132
U10D3	W133
U10D4	W134
U10D5	W135
U10D6	W136
U10D7	W137
U10Dy	W138
U10Dz	W139
U10E.	W14
U10E0	W140
U10E1	W141
U10E2	W142
U10E3	W143
U10E4	W144
U10E5	W145
U10E6	W146
U10E7	W147
U10Ey	W148
U10Ez	W149
U10F.	W15
U10F0	W150
U10F1	W151
U10F2	W152
U10F3	W153
U10F4	W154
U10F5	W155
U10F6	W156
U10F7	W157
U10Fy	W158
U10Fz	W159
U10G.	W16
U10G0	W160
U10G1	W161
U10G2	W162
U10G3	W163
U10G4	W164
U10G5	W165
U10G6	W166
U10G7	W167
U10Gy	W168
U10Gz	W169
U10H.	W17
U10H0	W170
U10H1	W171
U10H2	W172
U10H3	W173
U10H4	W174
U10H5	W175
U10H6	W176
U10H7	W177
U10Hy	W178
U10Hz	W179
U10J.	W18
U10J0	W180
U10J1	W181
U10J2	W182
U10J3	W183
U10J4	W184
U10J5	W185
U10J6	W186
U10J7	W187
U10Jy	W188
U10Jz	W189
U10z.	W19
U10z0	W190
U10z1	W191
U10z2	W192
U10z3	W193
U10z4	W194
U10z5	W195
U10z6	W196
U10z7	W197
U10zy	W198
U10zz	W199
U11..	W20-W49
U110.	W20
U1100	W200
U1101	W201
U1102	W202
U1103	W203
U1104	W204
U1105	W205
U1106	W206
U1107	W207
U110y	W208
U110z	W209
U111.	W21
U1110	W210
U1111	W211
U1112	W212
U1113	W213
U1114	W214
U1115	W215
U1116	W216
U1117	W217
U111y	W218
U111z	W219
U112.	W22
U1120	W220
U1121	W221
U1122	W222
U1123	W223
U1124	W224
U1125	W225
U1126	W226
U1127	W227
U112y	W228
U112z	W229
U113.	W23
U1130	W230
U1131	W231
U1132	W232
U1133	W233
U1134	W234
U1135	W235
U1136	W236
U1137	W237
U113y	W238
U113z	W239
U114.	W24
U1140	W240
U1141	W241
U1142	W242
U1143	W243
U1144	W244
U1145	W245
U1146	W246
U1147	W247
U114y	W248
U114z	W249
U115.	W25
U1150	W250
U1151	W251
U1152	W252
U1153	W253
U1154	W254
U1155	W255
U1156	W256
U1157	W257
U115y	W258
U115z	W259
U116.	W26
U1160	W260
U1161	W261
U1162	W262
U1163	W263
U1164	W264
U1165	W265
U1166	W266
U1167	W267
U116y	W268
U116z	W269
U117.	W27
U1170	W270
U1171	W271
U1172	W278
U1173	W273
U1174	W275
U1175	W276
U1176	W277
U1177	W274
U1178	W272
U117z	W279
U118.	W28
U1180	W280
U1181	W281
U1182	W282
U1183	W283
U1184	W284
U1185	W285
U1186	W286
U1187	W287
U118y	W288
U118z	W289
U119.	W29
U1190	W290
U1191	W291
U1192	W292
U1193	W293
U1194	W294
U1195	W295
U1196	W296
U1197	W297
U119y	W298
U119z	W299
U11A.	W30
U11A0	W300
U11A1	W301
U11A2	W302
U11A3	W303
U11A4	W304
U11A5	W305
U11A6	W306
U11A7	W307
U11Ay	W308
U11Az	W309
U11B.	W31
U11B0	W310
U11B1	W311
U11B2	W312
U11B3	W313
U11B4	W314
U11B5	W315
U11B6	W316
U11B7	W317
U11By	W318
U11Bz	W319
U11C.	W32
U11C0	W320
U11C1	W321
U11C2	W322
U11C3	W323
U11C4	W324
U11C5	W325
U11C6	W326
U11C7	W327
U11Cy	W328
U11Cz	W329
U11D.	W33
U11D0	W330
U11D1	W331
U11D2	W332
U11D3	W333
U11D4	W334
U11D5	W335
U11D6	W336
U11D7	W337
U11Dy	W338
U11Dz	W339
U11E.	W34
U11E0	W340
U11E1	W341
U11E2	W342
U11E3	W343
U11E4	W347
U11E5	W345
U11E6	W346
U11E7	W344
U11E8	W348
U11E9	W349
U11F.	W35
U11F0	W350
U11F1	W351
U11F2	W352
U11F3	W353
U11F4	W354
U11F5	W355
U11F6	W356
U11F7	W357
U11Fy	W358
U11Fz	W359
U11G.	W36
U11G0	W360
U11G1	W361
U11G2	W362
U11G3	W363
U11G4	W364
U11G5	W365
U11G6	W366
U11G7	W367
U11Gy	W368
U11Gz	W369
U11H.	W37
U11H0	W370
U11H1	W371
U11H2	W372
U11H3	W373
U11H4	W374
U11H5	W375
U11H6	W376
U11H7	W377
U11Hy	W378
U11Hz	W379
U11J.	W38
U11J0	W380
U11J1	W381
U11J2	W382
U11J3	W383
U11J4	W384
U11J5	W385
U11J6	W386
U11J7	W387
U11Jy	W388
U11Jz	W389
U11K.	W39
U11K0	W390
U11K1	W391
U11K2	W392
U11K3	W393
U11K4	W394
U11K5	W395
U11K6	W396
U11K7	W397
U11Ky	W398
U11Kz	W399
U11L.	W40
U11L0	W400
U11L1	W401
U11L2	W402
U11L3	W403
U11L4	W404
U11L5	W405
U11L6	W406
U11L7	W407
U11Ly	W408
U11Lz	W409
U11M.	W41
U11M0	W410
U11M1	W411
U11M2	W412
U11M3	W413
U11M4	W414
U11M5	W415
U11M6	W416
U11M7	W417
U11My	W418
U11Mz	W419
U11N.	W42
U11N0	W420
U11N1	W421
U11N2	W422
U11N3	W423
U11N4	W424
U11N5	W425
U11N6	W426
U11N7	W427
U11Ny	W428
U11Nz	W429
U11P.	W43
U11P0	W430
U11P1	W431
U11P2	W432
U11P3	W433
U11P4	W434
U11P5	W435
U11P6	W436
U11P7	W437
U11Py	W438
U11Pz	W439
U11Q.	W44
U11Q0	W440
U11Q1	W441
U11Q2	W442
U11Q3	W443
U11Q4	W444
U11Q5	W445
U11Q6	W446
U11Q7	W447
U11Qy	W448
U11Qz	W449
U11R.	W45
U11R0	W450
U11R1	W451
U11R2	W452
U11R3	W453
U11R4	W454
U11R5	W455
U11R6	W456
U11R7	W457
U11Ry	W458
U11Rz	W459
U11S.	W46
U11S0	W460
U11S1	W461
U11S2	W462
U11S3	W463
U11S4	W464
U11S5	W465
U11S6	W466
U11S7	W467
U11Sy	W468
U11Sz	W469
U11T.	W26
U11T0	W260
U11T1	W261
U11T2	W262
U11T3	W263
U11T4	W264
U11T5	W265
U11T6	W266
U11T7	W267
U11T8	W268
U11T9	W269
U11y.	W49
U11y0	W490
U11y1	W491
U11y2	W492
U11y3	W493
U11y4	W494
U11y5	W495
U11y6	W496
U11y7	W497
U11yy	W498
U11yz	W499
U12..	W50-W64
U120.	W50
U1200	W500
U1201	W501
U1202	W502
U1203	W503
U1204	W504
U1205	W505
U1206	W506
U1207	W507
U120y	W508
U120z	W509
U121.	W51
U1210	W510
U1211	W511
U1212	W512
U1213	W513
U1214	W514
U1215	W515
U1216	W516
U1217	W517
U121y	W518
U121z	W519
U122.	W52
U1220	W520
U1221	W521
U1222	W522
U1223	W523
U1224	W524
U1225	W525
U1226	W526
U1227	W527
U122y	W528
U122z	W529
U123.	W53
U1230	W530
U1231	W531
U1232	W532
U1233	W533
U1234	W534
U1235	W535
U1236	W536
U1237	W537
U123y	W538
U123z	W539
U124.	W54
U1240	W540
U1241	W541
U1242	W542
U1243	W543
U1244	W544
U1245	W545
U1246	W546
U1247	W547
U124y	W548
U124z	W549
U125.	W55
U1250	W550
U1251	W551
U1252	W552
U1253	W553
U1254	W554
U1255	W555
U1256	W556
U1257	W557
U125y	W558
U125z	W559
U126.	W56
U1260	W560
U1261	W561
U1262	W562
U1263	W563
U1264	W564
U1265	W565
U1266	W566
U1267	W567
U126y	W568
U126z	W569
U127.	W57
U1270	W570
U1271	W571
U1272	W572
U1273	W573
U1274	W574
U1275	W575
U1276	W576
U1277	W577
U127y	W578
U127z	W579
U128.	W58
U1280	W580
U1281	W581
U1282	W582
U1283	W583
U1284	W584
U1285	W585
U1286	W586
U1287	W587
U128y	W588
U128z	W589
U129.	W59
U1290	W590
U1291	W591
U1292	W592
U1293	W593
U1294	W594
U1295	W595
U1296	W596
U1297	W597
U129y	W598
U129z	W599
U12A.	W60
U12A0	W600
U12A1	W601
U12A2	W602
U12A3	W603
U12A4	W604
U12A5	W605
U12A6	W606
U12A7	W607
U12Ay	W608
U12Az	W609
U12y.	W64
U12y0	W640
U12y1	W641
U12y2	W642
U12y3	W643
U12y4	W644
U12y5	W645
U12y6	W646
U12y7	W647
U12yy	W648
U12yz	W649
U13..	W65-W74
U130.	W65
U1300	W650
U1301	W651
U1302	W652
U1303	W653
U1304	W654
U1305	W655
U1306	W656
U1307	W657
U130y	W658
U130z	W659
U131.	W66
U1310	W660
U1311	W661
U1312	W662
U1313	W663
U1314	W664
U1315	W665
U1316	W666
U1317	W667
U131y	W668
U131z	W669
U132.	W67
U1320	W670
U1321	W671
U1322	W672
U1323	W673
U1324	W674
U1325	W675
U1326	W676
U1327	W677
U132y	W678
U132z	W679
U133.	W68
U1330	W680
U1331	W681
U1332	W682
U1333	W683
U1334	W684
U1335	W685
U1336	W686
U1337	W687
U133y	W688
U133z	W689
U134.	W69
U1340	W690
U1341	W691
U1342	W692
U1343	W693
U1344	W694
U1345	W695
U1346	W696
U1347	W697
U134y	W698
U134z	W699
U135.	W70
U1350	W700
U1351	W701
U1352	W702
U1353	W703
U1354	W704
U1355	W705
U1356	W706
U1357	W707
U135y	W708
U135z	W709
U13y.	W73
U13y0	W730
U13y1	W731
U13y2	W732
U13y3	W733
U13y4	W734
U13y5	W735
U13y6	W736
U13y7	W737
U13yy	W738
U13yz	W739
U13z.	W74
U13z0	W740
U13z1	W741
U13z2	W742
U13z3	W743
U13z4	W744
U13z5	W745
U13z6	W746
U13z7	W747
U13zy	W748
U13zz	W749
U14..	W75-W84
U140.	W75
U1400	W750
U1401	W751
U1402	W752
U1403	W753
U1404	W754
U1405	W755
U1406	W756
U1407	W757
U140y	W758
U140z	W759
U141.	W76
U1410	W760
U1412	W761
U1413	W767
U1414	W766
U1415	W762
U1416	W763
U1417	W765
U1418	W764
U141y	W768
U141z	W769
U142.	W77
U1420	W770
U1421	W771
U1422	W772
U1423	W773
U1424	W774
U1425	W775
U1426	W776
U1427	W777
U142y	W778
U142z	W779
U143.	W78
U1430	W780
U1431	W781
U1432	W782
U1433	W783
U1434	W784
U1435	W785
U1436	W786
U1437	W787
U143y	W788
U143z	W789
U144.	W79
U1440	W790
U1441	W791
U1442	W792
U1443	W793
U1444	W794
U1445	W795
U1446	W796
U1447	W797
U144y	W798
U144z	W799
U145.	W80
U1450	W800
U1451	W801
U1452	W802
U1453	W803
U1454	W804
U1455	W805
U1456	W806
U1457	W807
U145y	W808
U145z	W809
U146.	W81
U1460	W810
U1461	W811
U1462	W812
U1463	W813
U1464	W814
U1465	W815
U1466	W816
U1467	W817
U1468	W818
U146z	W819
U14y.	W83
U14y0	W830
U14y1	W831
U14y2	W832
U14y3	W833
U14y4	W834
U14y5	W835
U14y6	W836
U14y7	W837
U14yy	W838
U14yz	W839
U14z.	W84
U14z0	W840
U14z1	W841
U14z2	W842
U14z3	W843
U14z4	W844
U14z5	W845
U14z6	W846
U14z7	W847
U14zy	W848
U14zz	W849
U15..	W85-W99
U150.	W85
U1500	W850
U1501	W851
U1502	W852
U1503	W853
U1504	W854
U1505	W855
U1506	W856
U1507	W857
U150y	W858
U150z	W859
U151.	W86
U1510	W860
U1511	W861
U1512	W862
U1513	W863
U1514	W864
U1515	W865
U1516	W866
U1517	W867
U151y	W868
U151z	W869
U152.	W87
U1520	W870
U1521	W871
U1522	W872
U1523	W873
U1524	W874
U1525	W875
U1526	W876
U1527	W877
U152y	W878
U152z	W879
U153.	W88
U1530	W880
U1531	W881
U1532	W882
U1533	W883
U1534	W884
U1535	W885
U1536	W886
U1537	W887
U153y	W888
U153z	W889
U154.	W89
U1540	W890
U1541	W891
U1542	W892
U1543	W893
U1544	W894
U1545	W895
U1546	W896
U1547	W897
U154y	W898
U154z	W899
U155.	W90
U1550	W900
U1551	W901
U1552	W902
U1553	W903
U1554	W904
U1555	W905
U1556	W906
U1557	W907
U155y	W908
U155z	W909
U156.	W91
U1560	W910
U1561	W911
U1562	W912
U1563	W913
U1564	W914
U1565	W915
U1566	W916
U1567	W917
U156y	W918
U156z	W919
U157.	W92
U1570	W920
U1571	W921
U1572	W922
U1573	W923
U1574	W924
U1575	W925
U1576	W926
U1577	W927
U157y	W928
U157z	W929
U158.	W93
U1580	W930
U1581	W931
U1582	W932
U1583	W933
U1584	W934
U1585	W935
U1586	W936
U1587	W937
U158y	W938
U158z	W939
U159.	W94
U1590	W940
U1591	W941
U1592	W942
U1593	W943
U1594	W944
U1595	W945
U1596	W946
U1597	W947
U159y	W948
U159z	W949
U15y.	W99
U15y0	W990
U15y1	W991
U15y2	W992
U15y3	W993
U15y4	W994
U15y5	W995
U15y6	W996
U15y7	W997
U15yy	W998
U15yz	W999
U16..	X09
U160.	X00
U1600	X000
U1601	X001
U1602	X002
U1603	X003
U1604	X004
U1605	X005
U1606	X006
U1607	X007
U160y	X008
U160z	X009
U161.	X01
U1610	X010
U1611	X011
U1612	X012
U1613	X013
U1614	X014
U1615	X015
U1616	X016
U1617	X017
U161y	X018
U161z	X019
U162.	X02
U1620	X020
U1621	X021
U1622	X022
U1623	X023
U1624	X024
U1625	X025
U1626	X026
U1627	X027
U162y	X028
U162z	X029
U163.	X03
U1630	X030
U1631	X031
U1632	X032
U1633	X033
U1635	X034
U1636	X035
U1637	X036
U1638	X037
U163y	X038
U163z	X039
U164.	X04
U1640	X040
U1641	X041
U1642	X042
U1643	X043
U1644	X044
U1645	X045
U1646	X046
U1647	X047
U164y	X048
U164z	X049
U165.	X05
U1650	X050
U1651	X051
U1652	X052
U1653	X053
U1654	X054
U1655	X055
U1656	X056
U1657	X057
U165y	X058
U165z	X059
U166.	X06
U1660	X060
U1661	X061
U1662	X062
U1663	X063
U1664	X064
U1665	X065
U1666	X066
U1667	X067
U166y	X068
U166z	X069
U16y.	X08
U16y0	X080
U16y1	X081
U16y2	X082
U16y3	X083
U16y4	X084
U16y5	X085
U16y6	X086
U16y7	X087
U16yy	X088
U16yz	X089
U16z.	X09
U16z0	X090
U16z1	X091
U16z2	X092
U16z3	X093
U16z4	X094
U16z5	X095
U16z6	X096
U16z7	X097
U16zy	X098
U16zz	X099
U17..	X10-X19
U170.	X10
U1700	X100
U1701	X101
U1702	X102
U1703	X103
U1704	X104
U1705	X105
U1706	X106
U1707	X107
U170y	X108
U170z	X109
U171.	X11
U1710	X110
U1711	X111
U1712	X112
U1713	X113
U1714	X114
U1715	X115
U1716	X116
U1717	X117
U171y	X118
U171z	X119
U172.	X12
U1720	X120
U1721	X121
U1722	X122
U1723	X123
U1724	X124
U1725	X125
U1726	X126
U1727	X127
U172y	X128
U172z	X129
U173.	X13
U1730	X130
U1731	X131
U1732	X132
U1733	X133
U1734	X134
U1735	X135
U1736	X136
U1737	X137
U173y	X138
U173z	X139
U174.	X14
U1740	X140
U1741	X141
U1742	X142
U1743	X143
U1744	X144
U1745	X145
U1746	X146
U1747	X147
U174y	X148
U174z	X149
U175.	X15
U1750	X150
U1751	X151
U1752	X152
U1753	X153
U1754	X154
U1755	X155
U1756	X156
U1757	X157
U175y	X158
U175z	X159
U176.	X16
U1760	X160
U1761	X161
U1762	X162
U1763	X163
U1764	X164
U1765	X165
U1766	X166
U1767	X167
U176y	X168
U176z	X169
U177.	X17
U1770	X170
U1771	X171
U1772	X172
U1773	X173
U1774	X174
U1775	X175
U1776	X176
U1777	X177
U177y	X178
U177z	X179
U178.	X18
U1780	X180
U1781	X181
U1782	X182
U1783	X183
U1784	X184
U1785	X185
U1786	X186
U1787	X187
U178y	X188
U178z	X189
U17y.	X19
U17y0	X190
U17y1	X191
U17y2	X192
U17y3	X193
U17y4	X194
U17y5	X195
U17y6	X196
U17y7	X197
U17yy	X198
U17yz	X199
U18..	X20-X29
U180.	X20
U1800	X200
U1801	X201
U1802	X202
U1803	X203
U1804	X204
U1805	X205
U1806	X206
U1807	X207
U180y	X208
U180z	X209
U181.	X21
U1810	X210
U1811	X211
U1812	X212
U1813	X213
U1814	X214
U1815	X215
U1816	X216
U1817	X217
U181y	X218
U181z	X219
U182.	X22
U1820	X220
U1821	X221
U1822	X222
U1823	X223
U1824	X224
U1825	X225
U1826	X226
U1827	X227
U182y	X228
U182z	X229
U183.	X23
U1830	X230
U1831	X231
U1832	X232
U1833	X233
U1834	X234
U1835	X235
U1836	X236
U1837	X237
U183y	X238
U183z	X239
U184.	X24
U1840	X240
U1841	X241
U1842	X242
U1843	X243
U1844	X244
U1845	X245
U1846	X246
U1847	X247
U184y	X248
U184z	X249
U185.	X25
U1850	X250
U1851	X251
U1852	X252
U1853	X253
U1854	X254
U1855	X255
U1856	X256
U1857	X257
U185y	X258
U185z	X259
U186.	X26
U1860	X260
U1861	X261
U1862	X262
U1863	X263
U1864	X264
U1865	X265
U1866	X266
U1867	X267
U186y	X268
U186z	X269
U187.	X27
U1870	X270
U1871	X271
U1872	X272
U1873	X273
U1874	X274
U1875	X275
U1876	X276
U1877	X277
U187y	X278
U187z	X279
U18y.	X28
U18y0	X280
U18y1	X281
U18y2	X282
U18y3	X283
U18y4	X284
U18y5	X285
U18y6	X286
U18y7	X287
U18yy	X288
U18yz	X289
U18z.	X29
U18z0	X290
U18z1	X291
U18z2	X292
U18z3	X293
U18z4	X294
U18z5	X295
U18z6	X296
U18z7	X297
U18zy	X298
U18zz	X299
U19..	X30-X39
U190.	X30
U1900	X300
U1901	X301
U1902	X302
U1903	X303
U1904	X304
U1905	X305
U1906	X306
U1907	X307
U190y	X308
U190z	X309
U191.	X31
U1910	X310
U1911	X311
U1912	X312
U1913	X313
U1914	X314
U1915	X315
U1916	X316
U1917	X317
U191y	X318
U191z	X319
U192.	X32
U1920	X320
U1921	X321
U1922	X322
U1923	X323
U1924	X324
U1925	X325
U1926	X326
U1927	X327
U192y	X328
U192z	X329
U193.	X33
U1930	X330
U1931	X331
U1932	X332
U1933	X333
U1934	X334
U1935	X335
U1936	X336
U1937	X337
U193y	X338
U193z	X339
U194.	X34
U1940	X340
U1941	X341
U1942	X342
U1943	X343
U1944	X344
U1945	X345
U1946	X346
U1947	X347
U194y	X348
U194z	X349
U195.	X35
U1950	X350
U1951	X351
U1952	X352
U1953	X353
U1954	X354
U1955	X355
U1956	X356
U1957	X357
U195y	X358
U195z	X359
U196.	X36
U1960	X360
U1961	X361
U1962	X362
U1963	X363
U1964	X364
U1965	X365
U1966	X366
U1967	X367
U196y	X368
U196z	X369
U197.	X37
U1970	X370
U1971	X371
U1972	X372
U1973	X373
U1974	X374
U1975	X375
U1976	X376
U1977	X377
U197y	X378
U197z	X379
U198.	X38
U1980	X380
U1981	X381
U1982	X382
U1983	X383
U1984	X384
U1985	X385
U1986	X386
U1987	X387
U198y	X388
U198z	X389
U19y.	X39
U19y0	X390
U19y1	X391
U19y2	X392
U19y3	X393
U19y4	X394
U19y5	X395
U19y6	X396
U19y7	X397
U19yy	X398
U19yz	X399
U1A..	X40-X49
U1A0.	X40
U1A00	X400
U1A01	X401
U1A02	X402
U1A03	X403
U1A04	X404
U1A05	X405
U1A06	X406
U1A07	X407
U1A0y	X408
U1A0z	X409
U1A1.	X41
U1A10	X410
U1A11	X411
U1A12	X412
U1A13	X413
U1A14	X414
U1A15	X415
U1A16	X416
U1A17	X417
U1A1y	X418
U1A1z	X419
U1A2.	X41
U1A20	X410
U1A21	X411
U1A22	X412
U1A23	X413
U1A24	X414
U1A25	X415
U1A26	X416
U1A27	X417
U1A2y	X418
U1A2z	X419
U1A3.	X41
U1A30	X410
U1A31	X411
U1A32	X412
U1A33	X413
U1A34	X414
U1A35	X415
U1A36	X416
U1A37	X417
U1A3y	X418
U1A3z	X419
U1A4.	X41
U1A40	X410
U1A41	X411
U1A42	X412
U1A43	X413
U1A44	X414
U1A45	X415
U1A46	X416
U1A47	X417
U1A4y	X418
U1A4z	X419
U1A5.	X42
U1A50	X420
U1A51	X421
U1A52	X422
U1A53	X423
U1A54	X424
U1A55	X425
U1A56	X426
U1A57	X427
U1A5y	X428
U1A5z	X429
U1A6.	X42
U1A60	X420
U1A61	X421
U1A62	X422
U1A63	X423
U1A64	X424
U1A65	X425
U1A66	X426
U1A67	X427
U1A6y	X428
U1A6z	X429
U1A7.	X43
U1A70	X430
U1A71	X431
U1A72	X432
U1A73	X433
U1A74	X434
U1A75	X435
U1A76	X436
U1A77	X437
U1A7y	X438
U1A7z	X439
U1A8.	X44
U1A80	X440
U1A81	X441
U1A82	X442
U1A83	X443
U1A84	X444
U1A85	X445
U1A86	X446
U1A87	X447
U1A8y	X448
U1A8z	X449
U1A9.	X45
U1A90	X450
U1A91	X451
U1A92	X452
U1A93	X453
U1A94	X454
U1A95	X455
U1A96	X456
U1A97	X457
U1A9y	X458
U1A9z	X459
U1AA.	X46
U1AA0	X460
U1AA1	X461
U1AA2	X462
U1AA3	X463
U1AA4	X464
U1AA5	X465
U1AA6	X466
U1AA7	X467
U1AAy	X468
U1AAz	X469
U1AB.	X47
U1AB0	X470
U1AB1	X471
U1AB2	X472
U1AB3	X473
U1AB4	X474
U1AB5	X475
U1AB6	X476
U1AB7	X477
U1ABy	X478
U1ABz	X479
U1AC.	X48
U1AC0	X480
U1AC1	X481
U1AC2	X482
U1AC3	X483
U1AC4	X484
U1AC5	X485
U1AC6	X486
U1AC7	X487
U1ACy	X488
U1ACz	X489
U1AD.	X41
U1AD0	X410
U1AD1	X411
U1AD2	X412
U1AD3	X413
U1AD4	X414
U1AD5	X415
U1AD6	X416
U1AD7	X417
U1ADy	X418
U1ADz	X419
U1Ay.	X49
U1Ay0	X490
U1Ay1	X491
U1Ay2	X492
U1Ay3	X493
U1Ay4	X494
U1Ay5	X495
U1Ay6	X496
U1Ay7	X497
U1Ayy	X498
U1Ayz	X499
U1B..	X50-X57
U1B0.	X50
U1B00	X500
U1B01	X501
U1B02	X502
U1B03	X503
U1B04	X504
U1B05	X505
U1B06	X506
U1B07	X507
U1B0y	X508
U1B0z	X509
U1B1.	X51
U1B10	X510
U1B11	X511
U1B12	X512
U1B13	X513
U1B14	X514
U1B15	X515
U1B16	X516
U1B17	X517
U1B1y	X518
U1B1z	X519
U1B2.	X52
U1B20	X520
U1B21	X521
U1B22	X522
U1B23	X523
U1B24	X524
U1B25	X525
U1B26	X526
U1B27	X527
U1B2y	X528
U1B2z	X529
U1B3.	X53
U1B30	X530
U1B31	X531
U1B32	X532
U1B33	X533
U1B34	X534
U1B35	X535
U1B36	X536
U1B37	X537
U1B3y	X538
U1B3z	X539
U1B4.	X54
U1B40	X540
U1B41	X541
U1B42	X542
U1B43	X543
U1B44	X544
U1B45	X545
U1B46	X546
U1B47	X547
U1B4y	X548
U1B4z	X549
U1Bz.	X57
U1Bz0	X570
U1Bz1	X571
U1Bz2	X572
U1Bz3	X574
U1Bz4	X576
U1Bz5	X578
U1Bz6	X579
U1Bz7	X577
U1Bz8	X575
U1Bz9	X573
U1C..	X58-X59
U1Cy.	X58
U1Cy0	X580
U1Cy1	X581
U1Cy2	X582
U1Cy3	X583
U1Cy4	X584
U1Cy5	X585
U1Cy6	X586
U1Cy7	X587
U1Cyy	X588
U1Cyz	X589
U1Cz.	X59
U1Cz0	X590
U1Cz1	X591
U1Cz2	X592
U1Cz3	X593
U1Cz4	X594
U1Cz5	X595
U1Cz6	X596
U1Cz7	X597
U1Czy	X598
U1Czz	X599
U2...	X60-X84
U20..	X60-X69
U200.	X60
U2000	X600
U2001	X601
U2002	X602
U2003	X603
U2004	X604
U2005	X605
U2006	X606
U2007	X607
U200y	X608
U200z	X609
U201.	X61
U2010	X610
U2011	X611
U2012	X612
U2013	X613
U2014	X614
U2015	X615
U2016	X616
U2017	X617
U201y	X618
U201z	X619
U202.	X61
U2020	X610
U2021	X611
U2022	X612
U2023	X613
U2024	X614
U2025	X615
U2026	X616
U2027	X617
U202y	X618
U202z	X619
U203.	X61
U2030	X610
U2031	X611
U2032	X612
U2033	X613
U2034	X614
U2035	X615
U2036	X616
U2037	X617
U203y	X618
U203z	X619
U204.	X61
U2040	X610
U2041	X611
U2042	X612
U2043	X613
U2044	X614
U2045	X615
U2046	X616
U2047	X617
U204y	X618
U204z	X619
U205.	X62
U2050	X620
U2051	X621
U2052	X622
U2053	X623
U2054	X624
U2055	X625
U2056	X626
